DHB,Population,Date,Dose,Number,Total
Capital and Coast,271174,2022-03-02,2,54,265531
Capital and Coast,271174,2022-03-02,3,1453,182748
Hutt Valley,130239,2022-03-02,1,3,126277
Hutt Valley,130239,2022-03-02,2,30,124684
Hutt Valley,130239,2022-03-02,3,681,79211
Wairarapa,41427,2022-03-02,1,1,40096
Wairarapa,41427,2022-03-02,2,11,39392
Wairarapa,41427,2022-03-02,3,136,24519
Nelson Marlborough,135743,2022-03-02,1,32,131507
Nelson Marlborough,135743,2022-03-02,2,50,129515
Nelson Marlborough,135743,2022-03-02,3,459,82323
West Coast,27906,2022-03-02,1,-8,25966
West Coast,27906,2022-03-02,2,4,25455
West Coast,27906,2022-03-02,3,126,15362
Canterbury,482890,2022-03-02,1,87,482328
Canterbury,482890,2022-03-02,2,144,476828
Canterbury,482890,2022-03-02,3,2791,296606
South Canterbury,52584,2022-03-02,1,22,50211
South Canterbury,52584,2022-03-02,2,12,49532
South Canterbury,52584,2022-03-02,3,212,31353
Southern,288015,2022-03-02,1,156,282375
Southern,288015,2022-03-02,2,184,278786
Southern,288015,2022-03-02,3,1086,177333
Northland,161320,2022-03-03,1,16,145816
Northland,161320,2022-03-03,2,52,141906
Northland,161320,2022-03-03,3,735,81029
Waitematā,526087,2022-03-03,1,65,508201
Waitematā,526087,2022-03-03,2,107,502522
Waitematā,526087,2022-03-03,3,1649,303957
Auckland,423958,2022-03-03,1,-13,421963
Auckland,423958,2022-03-03,2,17,417390
Auckland,423958,2022-03-03,3,1346,264460
Counties Manukau,482773,2022-03-03,1,71,465242
Counties Manukau,482773,2022-03-03,2,91,458059
Counties Manukau,482773,2022-03-03,3,1350,253710
Waikato,357176,2022-03-03,1,72,340700
Waikato,357176,2022-03-03,2,102,334320
Waikato,357176,2022-03-03,3,1342,188668
Lakes,94419,2022-03-03,1,12,88441
Lakes,94419,2022-03-03,2,35,86425
Lakes,94419,2022-03-03,3,241,47901
Bay of Plenty,216941,2022-03-03,1,8,206833
Bay of Plenty,216941,2022-03-03,2,41,202604
Bay of Plenty,216941,2022-03-03,3,683,113876
Tairāwhiti,41965,2022-03-03,1,-7,39236
Tairāwhiti,41965,2022-03-03,2,4,38157
Tairāwhiti,41965,2022-03-03,3,98,20664
Taranaki,102147,2022-03-03,1,8,96908
Taranaki,102147,2022-03-03,2,28,95204
Taranaki,102147,2022-03-03,3,433,53566
Hawke's Bay,145571,2022-03-03,1,13,141574
Hawke's Bay,145571,2022-03-03,2,44,138766
Hawke's Bay,145571,2022-03-03,3,525,81070
MidCentral,152302,2022-03-03,1,17,147530
MidCentral,152302,2022-03-03,2,60,145157
MidCentral,152302,2022-03-03,3,588,88578
Whanganui,57247,2022-03-03,1,16,52931
Whanganui,57247,2022-03-03,2,13,51846
Whanganui,57247,2022-03-03,3,281,31423
Capital and Coast,271174,2022-03-03,1,16,267911
Capital and Coast,271174,2022-03-03,2,37,265568
Capital and Coast,271174,2022-03-03,3,1180,183928
Hutt Valley,130239,2022-03-03,1,-7,126270
Hutt Valley,130239,2022-03-03,2,-5,124679
Hutt Valley,130239,2022-03-03,3,426,79637
Wairarapa,41427,2022-03-03,1,-1,40095
Wairarapa,41427,2022-03-03,2,4,39396
Wairarapa,41427,2022-03-03,3,137,24656
Nelson Marlborough,135743,2022-03-03,1,29,131536
Nelson Marlborough,135743,2022-03-03,2,34,129549
Nelson Marlborough,135743,2022-03-03,3,339,82662
West Coast,27906,2022-03-03,1,4,25970
West Coast,27906,2022-03-03,2,13,25468
West Coast,27906,2022-03-03,3,132,15494
Canterbury,482890,2022-03-03,1,36,482364
Canterbury,482890,2022-03-03,2,84,476912
Canterbury,482890,2022-03-03,3,2565,299171
South Canterbury,52584,2022-03-03,1,-13,50198
South Canterbury,52584,2022-03-03,2,-2,49530
South Canterbury,52584,2022-03-03,3,204,31557
Southern,288015,2022-03-03,1,208,282583
Southern,288015,2022-03-03,2,240,279026
Southern,288015,2022-03-03,3,1111,178444
Northland,161320,2022-03-04,1,14,145830
Northland,161320,2022-03-04,2,42,141948
Northland,161320,2022-03-04,3,609,81638
Waitematā,526087,2022-03-04,1,28,508229
Waitematā,526087,2022-03-04,2,62,502584
Waitematā,526087,2022-03-04,3,2138,306095
Auckland,423958,2022-03-04,1,-11,421952
Auckland,423958,2022-03-04,2,-10,417380
Auckland,423958,2022-03-04,3,1702,266162
Counties Manukau,482773,2022-03-04,1,33,465275
Counties Manukau,482773,2022-03-04,2,89,458148
Counties Manukau,482773,2022-03-04,3,1619,255329
Waikato,357176,2022-03-04,1,48,340748
Waikato,357176,2022-03-04,2,93,334413
Waikato,357176,2022-03-04,3,1403,190071
Lakes,94419,2022-03-04,1,14,88455
Lakes,94419,2022-03-04,2,13,86438
Lakes,94419,2022-03-04,3,293,48194
Bay of Plenty,216941,2022-03-04,1,-8,206825
Bay of Plenty,216941,2022-03-04,2,31,202635
Bay of Plenty,216941,2022-03-04,3,726,114602
Tairāwhiti,41965,2022-03-04,1,-9,39227
Tairāwhiti,41965,2022-03-04,2,-3,38154
Tairāwhiti,41965,2022-03-04,3,157,20821
Taranaki,102147,2022-03-04,1,2,96910
Taranaki,102147,2022-03-04,2,15,95219
Taranaki,102147,2022-03-04,3,545,54111
Hawke's Bay,145571,2022-03-04,1,22,141596
Hawke's Bay,145571,2022-03-04,2,34,138800
Hawke's Bay,145571,2022-03-04,3,410,81480
MidCentral,152302,2022-03-04,1,23,147553
MidCentral,152302,2022-03-04,2,42,145199
MidCentral,152302,2022-03-04,3,619,89197
Whanganui,57247,2022-03-04,1,0,52931
Whanganui,57247,2022-03-04,2,18,51864
Whanganui,57247,2022-03-04,3,229,31652
Capital and Coast,271174,2022-03-04,1,0,267911
Capital and Coast,271174,2022-03-04,2,33,265601
Capital and Coast,271174,2022-03-04,3,1127,185055
Hutt Valley,130239,2022-03-04,1,-8,126262
Hutt Valley,130239,2022-03-04,2,7,124686
Hutt Valley,130239,2022-03-04,3,526,80163
Wairarapa,41427,2022-03-04,1,14,40109
Wairarapa,41427,2022-03-04,2,24,39420
Wairarapa,41427,2022-03-04,3,128,24784
Nelson Marlborough,135743,2022-03-04,1,27,131563
Nelson Marlborough,135743,2022-03-04,2,62,129611
Nelson Marlborough,135743,2022-03-04,3,395,83057
West Coast,27906,2022-03-04,1,3,25973
West Coast,27906,2022-03-04,2,4,25472
West Coast,27906,2022-03-04,3,133,15627
Canterbury,482890,2022-03-04,1,63,482427
Canterbury,482890,2022-03-04,2,113,477025
Canterbury,482890,2022-03-04,3,2508,301679
South Canterbury,52584,2022-03-04,1,8,50206
South Canterbury,52584,2022-03-04,2,9,49539
South Canterbury,52584,2022-03-04,3,204,31761
Southern,288015,2022-03-04,1,174,282757
Southern,288015,2022-03-04,2,210,279236
Southern,288015,2022-03-04,3,884,179328
Northland,161320,2022-03-05,1,17,145847
Northland,161320,2022-03-05,2,31,141979
Northland,161320,2022-03-05,3,481,82119
Waitematā,526087,2022-03-05,1,72,508301
Waitematā,526087,2022-03-05,2,106,502690
Waitematā,526087,2022-03-05,3,1854,307949
Auckland,423958,2022-03-05,1,19,421971
Auckland,423958,2022-03-05,2,38,417418
Auckland,423958,2022-03-05,3,1546,267708
Counties Manukau,482773,2022-03-05,1,44,465319
Counties Manukau,482773,2022-03-05,2,100,458248
Counties Manukau,482773,2022-03-05,3,2640,257969
Waikato,357176,2022-03-05,1,14,340762
Waikato,357176,2022-03-05,2,30,334443
Waikato,357176,2022-03-05,3,830,190901
Lakes,94419,2022-03-05,1,14,88469
Lakes,94419,2022-03-05,2,16,86454
Lakes,94419,2022-03-05,3,303,48497
Bay of Plenty,216941,2022-03-05,1,9,206834
Bay of Plenty,216941,2022-03-05,2,21,202656
Bay of Plenty,216941,2022-03-05,3,639,115241
Tairāwhiti,41965,2022-03-05,1,6,39233
Tairāwhiti,41965,2022-03-05,2,6,38160
Tairāwhiti,41965,2022-03-05,3,106,20927
Taranaki,102147,2022-03-05,1,5,96915
Taranaki,102147,2022-03-05,2,11,95230
Taranaki,102147,2022-03-05,3,306,54417
Hawke's Bay,145571,2022-03-05,1,33,141629
Hawke's Bay,145571,2022-03-05,2,42,138842
Hawke's Bay,145571,2022-03-05,3,768,82248
MidCentral,152302,2022-03-05,1,5,147558
MidCentral,152302,2022-03-05,2,20,145219
MidCentral,152302,2022-03-05,3,487,89684
Whanganui,57247,2022-03-05,1,10,52941
Whanganui,57247,2022-03-05,2,14,51878
Whanganui,57247,2022-03-05,3,107,31759
Capital and Coast,271174,2022-03-05,1,10,267921
Capital and Coast,271174,2022-03-05,2,19,265620
Capital and Coast,271174,2022-03-05,3,845,185900
Hutt Valley,130239,2022-03-05,1,2,126264
Hutt Valley,130239,2022-03-05,2,14,124700
Hutt Valley,130239,2022-03-05,3,413,80576
Wairarapa,41427,2022-03-05,1,3,40112
Wairarapa,41427,2022-03-05,2,2,39422
Wairarapa,41427,2022-03-05,3,128,24912
Nelson Marlborough,135743,2022-03-05,1,0,131563
Nelson Marlborough,135743,2022-03-05,2,8,129619
Nelson Marlborough,135743,2022-03-05,3,268,83325
West Coast,27906,2022-03-05,1,2,25975
West Coast,27906,2022-03-05,2,2,25474
West Coast,27906,2022-03-05,3,67,15694
Canterbury,482890,2022-03-05,1,38,482465
Canterbury,482890,2022-03-05,2,86,477111
Canterbury,482890,2022-03-05,3,2135,303814
South Canterbury,52584,2022-03-05,1,4,50210
South Canterbury,52584,2022-03-05,2,4,49543
South Canterbury,52584,2022-03-05,3,143,31904
Southern,288015,2022-03-05,1,35,282792
Southern,288015,2022-03-05,2,57,279293
Southern,288015,2022-03-05,3,603,179931
Northland,161320,2022-03-06,1,-2,145845
Northland,161320,2022-03-06,2,-1,141978
Northland,161320,2022-03-06,3,76,82195
Waitematā,526087,2022-03-06,1,15,508316
Waitematā,526087,2022-03-06,2,31,502721
Waitematā,526087,2022-03-06,3,808,308757
Auckland,423958,2022-03-06,1,21,421992
Auckland,423958,2022-03-06,2,32,417450
Auckland,423958,2022-03-06,3,719,268427
Counties Manukau,482773,2022-03-06,1,6,465325
Counties Manukau,482773,2022-03-06,2,38,458286
Counties Manukau,482773,2022-03-06,3,652,258621
Waikato,357176,2022-03-06,1,12,340774
Waikato,357176,2022-03-06,2,27,334470
Waikato,357176,2022-03-06,3,339,191240
Lakes,94419,2022-03-06,1,5,88474
Lakes,94419,2022-03-06,2,16,86470
Lakes,94419,2022-03-06,3,170,48667
Bay of Plenty,216941,2022-03-06,1,3,206837
Bay of Plenty,216941,2022-03-06,2,11,202667
Bay of Plenty,216941,2022-03-06,3,385,115626
Tairāwhiti,41965,2022-03-06,1,6,39239
Tairāwhiti,41965,2022-03-06,2,11,38171
Tairāwhiti,41965,2022-03-06,3,145,21072
Taranaki,102147,2022-03-06,1,21,96936
Taranaki,102147,2022-03-06,2,26,95256
Taranaki,102147,2022-03-06,3,134,54551
Hawke's Bay,145571,2022-03-06,1,19,141648
Hawke's Bay,145571,2022-03-06,2,43,138885
Hawke's Bay,145571,2022-03-06,3,372,82620
MidCentral,152302,2022-03-06,1,-1,147557
MidCentral,152302,2022-03-06,2,12,145231
MidCentral,152302,2022-03-06,3,192,89876
Whanganui,57247,2022-03-06,1,1,52942
Whanganui,57247,2022-03-06,2,2,51880
Whanganui,57247,2022-03-06,3,44,31803
Capital and Coast,271174,2022-03-06,1,-2,267919
Capital and Coast,271174,2022-03-06,2,2,265622
Capital and Coast,271174,2022-03-06,3,309,186209
Hutt Valley,130239,2022-03-06,1,0,126264
Hutt Valley,130239,2022-03-06,2,11,124711
Hutt Valley,130239,2022-03-06,3,235,80811
Wairarapa,41427,2022-03-06,1,1,40113
Wairarapa,41427,2022-03-06,2,5,39427
Wairarapa,41427,2022-03-06,3,19,24931
Nelson Marlborough,135743,2022-03-06,1,8,131571
Nelson Marlborough,135743,2022-03-06,2,9,129628
Nelson Marlborough,135743,2022-03-06,3,99,83424
West Coast,27906,2022-03-06,1,-2,25973
West Coast,27906,2022-03-06,2,-3,25471
West Coast,27906,2022-03-06,3,0,15694
Canterbury,482890,2022-03-06,1,24,482489
Canterbury,482890,2022-03-06,2,29,477140
Canterbury,482890,2022-03-06,3,756,304570
South Canterbury,52584,2022-03-06,1,-7,50203
South Canterbury,52584,2022-03-06,2,-5,49538
South Canterbury,52584,2022-03-06,3,63,31967
Southern,288015,2022-03-06,1,15,282807
Southern,288015,2022-03-06,2,23,279316
Southern,288015,2022-03-06,3,177,180108
Northland,161320,2022-03-07,1,39,145884
Northland,161320,2022-03-07,2,49,142027
Northland,161320,2022-03-07,3,331,82526
Waitematā,526087,2022-03-07,1,20,508336
Waitematā,526087,2022-03-07,2,53,502774
Waitematā,526087,2022-03-07,3,1246,310003
Auckland,423958,2022-03-07,1,-36,421956
Auckland,423958,2022-03-07,2,-28,417422
Auckland,423958,2022-03-07,3,1007,269434
Counties Manukau,482773,2022-03-07,1,46,465371
Counties Manukau,482773,2022-03-07,2,84,458370
Counties Manukau,482773,2022-03-07,3,1033,259654
Waikato,357176,2022-03-07,1,14,340788
Waikato,357176,2022-03-07,2,72,334542
Waikato,357176,2022-03-07,3,763,192003
Lakes,94419,2022-03-07,1,5,88479
Lakes,94419,2022-03-07,2,24,86494
Lakes,94419,2022-03-07,3,243,48910
Bay of Plenty,216941,2022-03-07,1,73,206910
Bay of Plenty,216941,2022-03-07,2,93,202760
Bay of Plenty,216941,2022-03-07,3,463,116089
Tairāwhiti,41965,2022-03-07,1,-7,39232
Tairāwhiti,41965,2022-03-07,2,-4,38167
Tairāwhiti,41965,2022-03-07,3,92,21164
Taranaki,102147,2022-03-07,1,20,96956
Taranaki,102147,2022-03-07,2,10,95266
Taranaki,102147,2022-03-07,3,303,54854
Hawke's Bay,145571,2022-03-07,1,29,141677
Hawke's Bay,145571,2022-03-07,2,33,138918
Hawke's Bay,145571,2022-03-07,3,316,82936
MidCentral,152302,2022-03-07,1,34,147591
MidCentral,152302,2022-03-07,2,33,145264
MidCentral,152302,2022-03-07,3,337,90213
Whanganui,57247,2022-03-07,1,2,52944
Whanganui,57247,2022-03-07,2,13,51893
Whanganui,57247,2022-03-07,3,174,31977
Capital and Coast,271174,2022-03-07,1,17,267936
Capital and Coast,271174,2022-03-07,2,29,265651
Capital and Coast,271174,2022-03-07,3,875,187084
Hutt Valley,130239,2022-03-07,1,17,126281
Hutt Valley,130239,2022-03-07,2,20,124731
Hutt Valley,130239,2022-03-07,3,416,81227
Wairarapa,41427,2022-03-07,1,4,40117
Wairarapa,41427,2022-03-07,2,6,39433
Wairarapa,41427,2022-03-07,3,98,25029
Nelson Marlborough,135743,2022-03-07,1,12,131583
Nelson Marlborough,135743,2022-03-07,2,30,129658
Nelson Marlborough,135743,2022-03-07,3,256,83680
West Coast,27906,2022-03-07,1,2,25975
West Coast,27906,2022-03-07,2,4,25475
West Coast,27906,2022-03-07,3,44,15738
Canterbury,482890,2022-03-07,1,38,482527
Canterbury,482890,2022-03-07,2,66,477206
Canterbury,482890,2022-03-07,3,1546,306116
South Canterbury,52584,2022-03-07,1,-1,50202
South Canterbury,52584,2022-03-07,2,7,49545
South Canterbury,52584,2022-03-07,3,146,32113
Southern,288015,2022-03-07,1,133,282940
Southern,288015,2022-03-07,2,-90,279226
Southern,288015,2022-03-07,3,-399,179709
Northland,161320,2022-03-08,1,24,145908
Northland,161320,2022-03-08,2,50,142077
Northland,161320,2022-03-08,3,319,82845
Waitematā,526087,2022-03-08,1,53,508389
Waitematā,526087,2022-03-08,2,90,502864
Waitematā,526087,2022-03-08,3,950,310953
Auckland,423958,2022-03-08,1,10,421966
Auckland,423958,2022-03-08,2,19,417441
Auckland,423958,2022-03-08,3,719,270153
Counties Manukau,482773,2022-03-08,1,49,465420
Counties Manukau,482773,2022-03-08,2,86,458456
Counties Manukau,482773,2022-03-08,3,834,260488
Waikato,357176,2022-03-08,1,2,340790
Waikato,357176,2022-03-08,2,48,334590
Waikato,357176,2022-03-08,3,822,192825
Lakes,94419,2022-03-08,1,19,88498
Lakes,94419,2022-03-08,2,35,86529
Lakes,94419,2022-03-08,3,249,49159
Bay of Plenty,216941,2022-03-08,1,23,206933
Bay of Plenty,216941,2022-03-08,2,57,202817
Bay of Plenty,216941,2022-03-08,3,488,116577
Tairāwhiti,41965,2022-03-08,1,10,39242
Tairāwhiti,41965,2022-03-08,2,20,38187
Tairāwhiti,41965,2022-03-08,3,91,21255
Taranaki,102147,2022-03-08,1,12,96968
Taranaki,102147,2022-03-08,2,13,95279
Taranaki,102147,2022-03-08,3,264,55118
Hawke's Bay,145571,2022-03-08,1,43,141720
Hawke's Bay,145571,2022-03-08,2,65,138983
Hawke's Bay,145571,2022-03-08,3,356,83292
MidCentral,152302,2022-03-08,1,2,147593
MidCentral,152302,2022-03-08,2,40,145304
MidCentral,152302,2022-03-08,3,320,90533
Whanganui,57247,2022-03-08,1,8,52952
Whanganui,57247,2022-03-08,2,14,51907
Whanganui,57247,2022-03-08,3,134,32111
Capital and Coast,271174,2022-03-08,1,8,267944
Capital and Coast,271174,2022-03-08,2,23,265674
Capital and Coast,271174,2022-03-08,3,624,187708
Hutt Valley,130239,2022-03-08,1,24,126305
Hutt Valley,130239,2022-03-08,2,32,124763
Hutt Valley,130239,2022-03-08,3,347,81574
Wairarapa,41427,2022-03-08,1,0,40117
Wairarapa,41427,2022-03-08,2,5,39438
Wairarapa,41427,2022-03-08,3,121,25150
Nelson Marlborough,135743,2022-03-08,1,28,131611
Nelson Marlborough,135743,2022-03-08,2,48,129706
Nelson Marlborough,135743,2022-03-08,3,229,83909
West Coast,27906,2022-03-08,1,1,25976
West Coast,27906,2022-03-08,2,12,25487
West Coast,27906,2022-03-08,3,68,15806
Canterbury,482890,2022-03-08,1,13,482540
Canterbury,482890,2022-03-08,2,55,477261
Canterbury,482890,2022-03-08,3,1428,307544
South Canterbury,52584,2022-03-08,1,11,50213
South Canterbury,52584,2022-03-08,2,22,49567
South Canterbury,52584,2022-03-08,3,236,32349
Southern,288015,2022-03-08,1,115,283055
Southern,288015,2022-03-08,2,154,279380
Southern,288015,2022-03-08,3,713,180422
Northland,161320,2022-03-09,1,19,145927
Northland,161320,2022-03-09,2,38,142115
Northland,161320,2022-03-09,3,466,83311
Waitematā,526087,2022-03-09,1,-2,508387
Waitematā,526087,2022-03-09,2,30,502894
Waitematā,526087,2022-03-09,3,969,311922
Auckland,423958,2022-03-09,1,33,421999
Auckland,423958,2022-03-09,2,42,417483
Auckland,423958,2022-03-09,3,698,270851
Counties Manukau,482773,2022-03-09,1,2,465422
Counties Manukau,482773,2022-03-09,2,53,458509
Counties Manukau,482773,2022-03-09,3,739,261227
Waikato,357176,2022-03-09,1,75,340865
Waikato,357176,2022-03-09,2,105,334695
Waikato,357176,2022-03-09,3,719,193544
Lakes,94419,2022-03-09,1,-4,88494
Lakes,94419,2022-03-09,2,11,86540
Lakes,94419,2022-03-09,3,157,49316
Bay of Plenty,216941,2022-03-09,1,44,206977
Bay of Plenty,216941,2022-03-09,2,65,202882
Bay of Plenty,216941,2022-03-09,3,457,117034
Tairāwhiti,41965,2022-03-09,1,3,39245
Tairāwhiti,41965,2022-03-09,2,7,38194
Tairāwhiti,41965,2022-03-09,3,93,21348
Taranaki,102147,2022-03-09,1,4,96972
Taranaki,102147,2022-03-09,2,22,95301
Taranaki,102147,2022-03-09,3,301,55419
Hawke's Bay,145571,2022-03-09,1,18,141738
Hawke's Bay,145571,2022-03-09,2,47,139030
Hawke's Bay,145571,2022-03-09,3,442,83734
MidCentral,152302,2022-03-09,1,25,147618
MidCentral,152302,2022-03-09,2,30,145334
MidCentral,152302,2022-03-09,3,416,90949
Whanganui,57247,2022-03-09,1,10,52962
Whanganui,57247,2022-03-09,2,21,51928
Whanganui,57247,2022-03-09,3,122,32233
Capital and Coast,271174,2022-03-09,1,41,267985
Capital and Coast,271174,2022-03-09,2,58,265732
Capital and Coast,271174,2022-03-09,3,674,188382
Hutt Valley,130239,2022-03-09,1,2,126307
Hutt Valley,130239,2022-03-09,2,17,124780
Hutt Valley,130239,2022-03-09,3,325,81899
Wairarapa,41427,2022-03-09,1,3,40120
Wairarapa,41427,2022-03-09,2,1,39439
Wairarapa,41427,2022-03-09,3,72,25222
Nelson Marlborough,135743,2022-03-09,1,26,131637
Nelson Marlborough,135743,2022-03-09,2,25,129731
Nelson Marlborough,135743,2022-03-09,3,206,84115
West Coast,27906,2022-03-09,1,4,25980
West Coast,27906,2022-03-09,2,5,25492
West Coast,27906,2022-03-09,3,84,15890
Canterbury,482890,2022-03-09,1,70,482610
Canterbury,482890,2022-03-09,2,88,477349
Canterbury,482890,2022-03-09,3,1509,309053
South Canterbury,52584,2022-03-09,1,7,50220
South Canterbury,52584,2022-03-09,2,12,49579
South Canterbury,52584,2022-03-09,3,146,32495
Southern,288015,2022-03-09,1,82,283137
Southern,288015,2022-03-09,2,127,279507
Southern,288015,2022-03-09,3,614,181036
Northland,161320,2022-03-10,1,24,145951
Northland,161320,2022-03-10,2,48,142163
Northland,161320,2022-03-10,3,342,83653
Waitematā,526087,2022-03-10,1,19,508406
Waitematā,526087,2022-03-10,2,62,502956
Waitematā,526087,2022-03-10,3,779,312701
Auckland,423958,2022-03-10,1,35,422034
Auckland,423958,2022-03-10,2,28,417511
Auckland,423958,2022-03-10,3,659,271510
Counties Manukau,482773,2022-03-10,1,49,465471
Counties Manukau,482773,2022-03-10,2,84,458593
Counties Manukau,482773,2022-03-10,3,656,261883
Waikato,357176,2022-03-10,1,23,340888
Waikato,357176,2022-03-10,2,67,334762
Waikato,357176,2022-03-10,3,647,194191
Lakes,94419,2022-03-10,1,-5,88489
Lakes,94419,2022-03-10,2,23,86563
Lakes,94419,2022-03-10,3,142,49458
Bay of Plenty,216941,2022-03-10,1,18,206995
Bay of Plenty,216941,2022-03-10,2,47,202929
Bay of Plenty,216941,2022-03-10,3,358,117392
Tairāwhiti,41965,2022-03-10,1,12,39257
Tairāwhiti,41965,2022-03-10,2,18,38212
Tairāwhiti,41965,2022-03-10,3,100,21448
Taranaki,102147,2022-03-10,1,5,96977
Taranaki,102147,2022-03-10,2,31,95332
Taranaki,102147,2022-03-10,3,289,55708
Hawke's Bay,145571,2022-03-10,1,28,141766
Hawke's Bay,145571,2022-03-10,2,36,139066
Hawke's Bay,145571,2022-03-10,3,335,84069
MidCentral,152302,2022-03-10,1,21,147639
MidCentral,152302,2022-03-10,2,40,145374
MidCentral,152302,2022-03-10,3,362,91311
Whanganui,57247,2022-03-10,1,-4,52958
Whanganui,57247,2022-03-10,2,5,51933
Whanganui,57247,2022-03-10,3,115,32348
Capital and Coast,271174,2022-03-10,1,58,268043
Capital and Coast,271174,2022-03-10,2,74,265806
Capital and Coast,271174,2022-03-10,3,534,188916
Hutt Valley,130239,2022-03-10,1,-11,126296
Hutt Valley,130239,2022-03-10,2,-2,124778
Hutt Valley,130239,2022-03-10,3,227,82126
Wairarapa,41427,2022-03-10,1,-1,40119
Wairarapa,41427,2022-03-10,2,4,39443
Wairarapa,41427,2022-03-10,3,77,25299
Nelson Marlborough,135743,2022-03-10,1,-4,131633
Nelson Marlborough,135743,2022-03-10,2,6,129737
Nelson Marlborough,135743,2022-03-10,3,238,84353
West Coast,27906,2022-03-10,1,7,25987
West Coast,27906,2022-03-10,2,11,25503
West Coast,27906,2022-03-10,3,65,15955
Canterbury,482890,2022-03-10,1,41,482651
Canterbury,482890,2022-03-10,2,77,477426
Canterbury,482890,2022-03-10,3,1458,310511
South Canterbury,52584,2022-03-10,1,3,50223
South Canterbury,52584,2022-03-10,2,5,49584
