School,EthnicGroup,Level,Students
Merrin School Ngā Whetū Kohara,Other,Year 1,1
Merrin School Ngā Whetū Kohara,European,Year 1,21
Merrin School Ngā Whetū Kohara,Māori,Year 2,2
Merrin School Ngā Whetū Kohara,Pacific,Year 2,5
Merrin School Ngā Whetū Kohara,Asian,Year 2,24
Merrin School Ngā Whetū Kohara,MELAA,Year 2,1
Merrin School Ngā Whetū Kohara,European,Year 2,11
Merrin School Ngā Whetū Kohara,Māori,Year 3,6
Merrin School Ngā Whetū Kohara,Pacific,Year 3,3
Merrin School Ngā Whetū Kohara,Asian,Year 3,25
Merrin School Ngā Whetū Kohara,MELAA,Year 3,6
Merrin School Ngā Whetū Kohara,European,Year 3,17
Merrin School Ngā Whetū Kohara,International fee paying,Year 3,1
Merrin School Ngā Whetū Kohara,Māori,Year 4,7
Merrin School Ngā Whetū Kohara,Pacific,Year 4,4
Merrin School Ngā Whetū Kohara,Asian,Year 4,18
Merrin School Ngā Whetū Kohara,MELAA,Year 4,1
Merrin School Ngā Whetū Kohara,European,Year 4,23
Merrin School Ngā Whetū Kohara,Māori,Year 5,4
Merrin School Ngā Whetū Kohara,Pacific,Year 5,1
Merrin School Ngā Whetū Kohara,Asian,Year 5,39
Merrin School Ngā Whetū Kohara,MELAA,Year 5,5
Merrin School Ngā Whetū Kohara,Other,Year 5,1
Merrin School Ngā Whetū Kohara,European,Year 5,15
Merrin School Ngā Whetū Kohara,International fee paying,Year 5,2
Merrin School Ngā Whetū Kohara,Māori,Year 6,5
Merrin School Ngā Whetū Kohara,Pacific,Year 6,1
Merrin School Ngā Whetū Kohara,Asian,Year 6,36
Merrin School Ngā Whetū Kohara,MELAA,Year 6,5
Merrin School Ngā Whetū Kohara,European,Year 6,20
Merrin School Ngā Whetū Kohara,International fee paying,Year 6,2
Merrin School Ngā Whetū Kohara,Māori,Year 7,10
Merrin School Ngā Whetū Kohara,Pacific,Year 7,5
Merrin School Ngā Whetū Kohara,Asian,Year 7,23
Merrin School Ngā Whetū Kohara,MELAA,Year 7,6
Merrin School Ngā Whetū Kohara,Other,Year 7,2
Merrin School Ngā Whetū Kohara,European,Year 7,26
Merrin School Ngā Whetū Kohara,International fee paying,Year 7,2
Merrin School Ngā Whetū Kohara,Māori,Year 8,8
Merrin School Ngā Whetū Kohara,Pacific,Year 8,4
Merrin School Ngā Whetū Kohara,Asian,Year 8,16
Merrin School Ngā Whetū Kohara,MELAA,Year 8,4
Merrin School Ngā Whetū Kohara,Other,Year 8,1
Merrin School Ngā Whetū Kohara,European,Year 8,20
Merrin School Ngā Whetū Kohara,International fee paying,Year 8,1
Methven School,Māori,Year 1,5
Methven School,Pacific,Year 1,1
Methven School,Asian,Year 1,3
Methven School,MELAA,Year 1,2
Methven School,European,Year 1,21
Methven School,Māori,Year 2,7
Methven School,Pacific,Year 2,1
Methven School,Asian,Year 2,6
Methven School,European,Year 2,32
Methven School,Māori,Year 3,7
Methven School,Asian,Year 3,7
Methven School,Other,Year 3,1
Methven School,European,Year 3,24
Methven School,Māori,Year 4,8
Methven School,Pacific,Year 4,1
Methven School,Asian,Year 4,6
Methven School,MELAA,Year 4,1
Methven School,European,Year 4,32
Methven School,Māori,Year 5,6
Methven School,Asian,Year 5,2
Methven School,MELAA,Year 5,1
Methven School,Other,Year 5,1
Methven School,European,Year 5,33
Methven School,Māori,Year 6,3
Methven School,Pacific,Year 6,2
Methven School,Asian,Year 6,7
Methven School,MELAA,Year 6,2
Methven School,European,Year 6,26
Methven School,Māori,Year 7,3
Methven School,Asian,Year 7,3
Methven School,European,Year 7,10
Michael Park School,Māori,Year 1,2
Michael Park School,Pacific,Year 1,1
Michael Park School,Asian,Year 1,4
Michael Park School,MELAA,Year 1,3
Michael Park School,European,Year 1,17
Michael Park School,Māori,Year 10,1
Michael Park School,Pacific,Year 10,1
Michael Park School,Asian,Year 10,3
Michael Park School,MELAA,Year 10,2
Michael Park School,Other,Year 10,1
Michael Park School,European,Year 10,14
Michael Park School,International fee paying,Year 10,1
Michael Park School,Māori,Year 11,1
Michael Park School,Pacific,Year 11,1
Michael Park School,Asian,Year 11,4
Michael Park School,European,Year 11,15
Michael Park School,Māori,Year 12,5
Michael Park School,Pacific,Year 12,2
Michael Park School,Asian,Year 12,4
Michael Park School,MELAA,Year 12,5
Michael Park School,Other,Year 12,1
Michael Park School,European,Year 12,14
Michael Park School,Māori,Year 13,3
Michael Park School,Pacific,Year 13,1
Michael Park School,Asian,Year 13,4
Michael Park School,MELAA,Year 13,2
Michael Park School,European,Year 13,12
Michael Park School,Māori,Year 2,3
Michael Park School,Asian,Year 2,3
Michael Park School,MELAA,Year 2,3
Michael Park School,European,Year 2,20
Michael Park School,Māori,Year 3,1
Michael Park School,Pacific,Year 3,3
Michael Park School,Asian,Year 3,7
Michael Park School,MELAA,Year 3,2
Michael Park School,European,Year 3,15
Michael Park School,Māori,Year 4,2
Michael Park School,Pacific,Year 4,1
Michael Park School,Asian,Year 4,9
Michael Park School,MELAA,Year 4,2
Michael Park School,European,Year 4,14
Michael Park School,Māori,Year 5,3
Michael Park School,Asian,Year 5,6
Michael Park School,MELAA,Year 5,4
Michael Park School,European,Year 5,19
Michael Park School,Māori,Year 6,5
Michael Park School,Pacific,Year 6,1
Michael Park School,Asian,Year 6,2
Michael Park School,MELAA,Year 6,3
Michael Park School,European,Year 6,14
Michael Park School,Māori,Year 7,5
Michael Park School,Asian,Year 7,6
Michael Park School,MELAA,Year 7,2
Michael Park School,Other,Year 7,2
Michael Park School,European,Year 7,11
Michael Park School,Māori,Year 8,5
Michael Park School,Pacific,Year 8,3
Michael Park School,Asian,Year 8,4
Michael Park School,MELAA,Year 8,2
Michael Park School,European,Year 8,14
Michael Park School,Māori,Year 9,5
Michael Park School,Asian,Year 9,4
Michael Park School,MELAA,Year 9,1
Michael Park School,European,Year 9,17
Middle School West Auckland,Māori,Year 10,24
Middle School West Auckland,Pacific,Year 10,10
Middle School West Auckland,Asian,Year 10,1
Middle School West Auckland,Other,Year 10,1
Middle School West Auckland,European,Year 10,3
Middle School West Auckland,Māori,Year 11,1
Middle School West Auckland,Māori,Year 7,15
Middle School West Auckland,Pacific,Year 7,7
Middle School West Auckland,Asian,Year 7,3
Middle School West Auckland,MELAA,Year 7,3
Middle School West Auckland,European,Year 7,2
Middle School West Auckland,Māori,Year 8,24
Middle School West Auckland,Pacific,Year 8,10
Middle School West Auckland,Asian,Year 8,1
Middle School West Auckland,MELAA,Year 8,5
Middle School West Auckland,European,Year 8,6
Middle School West Auckland,Māori,Year 9,23
Middle School West Auckland,Pacific,Year 9,11
Middle School West Auckland,Asian,Year 9,2
Middle School West Auckland,MELAA,Year 9,1
Middle School West Auckland,European,Year 9,3
Middleton Grange School,Māori,Year 1,2
Middleton Grange School,Pacific,Year 1,1
Middleton Grange School,Asian,Year 1,17
Middleton Grange School,MELAA,Year 1,7
Middleton Grange School,European,Year 1,17
Middleton Grange School,International fee paying,Year 1,2
Middleton Grange School,Māori,Year 10,6
Middleton Grange School,Pacific,Year 10,7
Middleton Grange School,Asian,Year 10,28
Middleton Grange School,MELAA,Year 10,10
Middleton Grange School,Other,Year 10,1
Middleton Grange School,European,Year 10,67
Middleton Grange School,International fee paying,Year 10,18
Middleton Grange School,Māori,Year 11,17
Middleton Grange School,Pacific,Year 11,7
Middleton Grange School,Asian,Year 11,46
Middleton Grange School,MELAA,Year 11,17
Middleton Grange School,European,Year 11,117
Middleton Grange School,International fee paying,Year 11,17
Middleton Grange School,Māori,Year 12,18
Middleton Grange School,Pacific,Year 12,5
Middleton Grange School,Asian,Year 12,38
Middleton Grange School,MELAA,Year 12,11
Middleton Grange School,European,Year 12,112
Middleton Grange School,International fee paying,Year 12,18
Middleton Grange School,Māori,Year 13,6
Middleton Grange School,Pacific,Year 13,5
Middleton Grange School,Asian,Year 13,33
Middleton Grange School,MELAA,Year 13,7
Middleton Grange School,Other,Year 13,2
Middleton Grange School,European,Year 13,90
Middleton Grange School,International fee paying,Year 13,6
Middleton Grange School,Māori,Year 2,4
Middleton Grange School,Asian,Year 2,15
Middleton Grange School,MELAA,Year 2,3
Middleton Grange School,Other,Year 2,3
Middleton Grange School,European,Year 2,23
Middleton Grange School,International fee paying,Year 2,1
Middleton Grange School,Māori,Year 3,4
Middleton Grange School,Pacific,Year 3,6
Middleton Grange School,Asian,Year 3,17
Middleton Grange School,MELAA,Year 3,2
Middleton Grange School,European,Year 3,15
Middleton Grange School,Māori,Year 4,3
Middleton Grange School,Pacific,Year 4,3
Middleton Grange School,Asian,Year 4,17
Middleton Grange School,MELAA,Year 4,1
Middleton Grange School,Other,Year 4,1
Middleton Grange School,European,Year 4,24
Middleton Grange School,International fee paying,Year 4,1
Middleton Grange School,Māori,Year 5,4
Middleton Grange School,Pacific,Year 5,2
Middleton Grange School,Asian,Year 5,22
Middleton Grange School,MELAA,Year 5,1
Middleton Grange School,Other,Year 5,1
Middleton Grange School,European,Year 5,18
Middleton Grange School,International fee paying,Year 5,3
Middleton Grange School,Māori,Year 6,5
Middleton Grange School,Pacific,Year 6,2
Middleton Grange School,Asian,Year 6,20
Middleton Grange School,MELAA,Year 6,1
Middleton Grange School,European,Year 6,26
Middleton Grange School,Māori,Year 7,7
Middleton Grange School,Pacific,Year 7,9
Middleton Grange School,Asian,Year 7,43
Middleton Grange School,MELAA,Year 7,7
Middleton Grange School,European,Year 7,51
Middleton Grange School,International fee paying,Year 7,2
Middleton Grange School,Māori,Year 8,7
Middleton Grange School,Pacific,Year 8,4
Middleton Grange School,Asian,Year 8,30
Middleton Grange School,MELAA,Year 8,5
Middleton Grange School,Other,Year 8,1
Middleton Grange School,European,Year 8,56
Middleton Grange School,International fee paying,Year 8,8
Middleton Grange School,Māori,Year 9,7
Middleton Grange School,Pacific,Year 9,4
Middleton Grange School,Asian,Year 9,33
Middleton Grange School,MELAA,Year 9,5
Middleton Grange School,European,Year 9,76
Middleton Grange School,International fee paying,Year 9,5
Midhirst School,Māori,Year 1,3
Midhirst School,Asian,Year 1,2
Midhirst School,European,Year 1,5
Midhirst School,Māori,Year 2,2
Midhirst School,Asian,Year 2,2
Midhirst School,European,Year 2,18
Midhirst School,Māori,Year 3,3
Midhirst School,European,Year 3,14
Midhirst School,Māori,Year 4,1
Midhirst School,European,Year 4,11
Midhirst School,Māori,Year 5,5
Midhirst School,Asian,Year 5,1
Midhirst School,European,Year 5,16
Midhirst School,Māori,Year 6,3
Midhirst School,MELAA,Year 6,1
Midhirst School,European,Year 6,14
Midhirst School,Māori,Year 7,4
Midhirst School,MELAA,Year 7,1
Midhirst School,European,Year 7,17
Midhirst School,Asian,Year 8,1
Midhirst School,European,Year 8,14
Mihi School,Māori,Year 1,2
Mihi School,Māori,Year 2,3
Mihi School,European,Year 2,1
Mihi School,Māori,Year 3,3
Mihi School,Māori,Year 4,3
Mihi School,Māori,Year 5,4
Mihi School,Māori,Year 6,3
Mihi School,Māori,Year 7,1
Milford School (Auckland),Māori,Year 1,3
Milford School (Auckland),Pacific,Year 1,1
Milford School (Auckland),Asian,Year 1,43
Milford School (Auckland),MELAA,Year 1,2
Milford School (Auckland),European,Year 1,47
Milford School (Auckland),International fee paying,Year 1,1
Milford School (Auckland),Māori,Year 2,3
Milford School (Auckland),Asian,Year 2,35
Milford School (Auckland),MELAA,Year 2,4
Milford School (Auckland),Other,Year 2,1
Milford School (Auckland),European,Year 2,41
Milford School (Auckland),Māori,Year 3,3
Milford School (Auckland),Pacific,Year 3,1
Milford School (Auckland),Asian,Year 3,31
Milford School (Auckland),MELAA,Year 3,6
Milford School (Auckland),Other,Year 3,1
Milford School (Auckland),European,Year 3,26
Milford School (Auckland),International fee paying,Year 3,1
Milford School (Auckland),Māori,Year 4,5
Milford School (Auckland),Pacific,Year 4,1
Milford School (Auckland),Asian,Year 4,36
Milford School (Auckland),MELAA,Year 4,2
Milford School (Auckland),Other,Year 4,2
Milford School (Auckland),European,Year 4,39
Milford School (Auckland),International fee paying,Year 4,1
Milford School (Auckland),Māori,Year 5,9
Milford School (Auckland),Pacific,Year 5,1
Milford School (Auckland),Asian,Year 5,43
Milford School (Auckland),MELAA,Year 5,4
Milford School (Auckland),European,Year 5,30
Milford School (Auckland),International fee paying,Year 5,2
Milford School (Auckland),Māori,Year 6,3
Milford School (Auckland),Asian,Year 6,35
Milford School (Auckland),MELAA,Year 6,4
Milford School (Auckland),Other,Year 6,1
Milford School (Auckland),European,Year 6,44
Milford School (Auckland),International fee paying,Year 6,4
Milford School (Auckland),Asian,Year 7,9
Milford School (Auckland),European,Year 7,5
Miller Avenue School,Māori,Year 1,4
Miller Avenue School,European,Year 1,3
Miller Avenue School,Māori,Year 2,13
Miller Avenue School,Pacific,Year 2,1
Miller Avenue School,Asian,Year 2,1
Miller Avenue School,European,Year 2,6
Miller Avenue School,Māori,Year 3,5
Miller Avenue School,Pacific,Year 3,1
Miller Avenue School,European,Year 3,2
Miller Avenue School,Māori,Year 4,5
Miller Avenue School,Asian,Year 4,1
Miller Avenue School,European,Year 4,5
Miller Avenue School,Māori,Year 5,8
Miller Avenue School,Pacific,Year 5,1
Miller Avenue School,European,Year 5,3
Miller Avenue School,Māori,Year 6,7
Miller Avenue School,Asian,Year 6,1
Miller Avenue School,European,Year 6,5
Miller Avenue School,Māori,Year 7,9
Miller Avenue School,Other,Year 7,2
Miller Avenue School,European,Year 7,3
Miller Avenue School,Māori,Year 8,13
Miller Avenue School,Pacific,Year 8,1
Miller Avenue School,European,Year 8,2
Millers Flat School,European,Year 1,4
Millers Flat School,European,Year 2,2
Millers Flat School,European,Year 3,2
Millers Flat School,European,Year 4,2
Millers Flat School,Māori,Year 5,2
Millers Flat School,European,Year 5,2
Millers Flat School,European,Year 6,3
Millers Flat School,Māori,Year 7,2
Millers Flat School,European,Year 7,3
Millers Flat School,Asian,Year 8,1
Millers Flat School,European,Year 8,3
Milson School,Māori,Year 1,22
Milson School,Pacific,Year 1,1
Milson School,Asian,Year 1,10
Milson School,European,Year 1,15
Milson School,Māori,Year 2,15
Milson School,Pacific,Year 2,1
Milson School,Asian,Year 2,8
Milson School,European,Year 2,14
Milson School,Māori,Year 3,16
Milson School,Pacific,Year 3,2
Milson School,Asian,Year 3,11
Milson School,MELAA,Year 3,2
Milson School,European,Year 3,22
Milson School,Māori,Year 4,17
Milson School,Pacific,Year 4,5
Milson School,Asian,Year 4,14
Milson School,European,Year 4,27
Milson School,Māori,Year 5,20
Milson School,Asian,Year 5,11
Milson School,European,Year 5,15
Milson School,Māori,Year 6,25
Milson School,Pacific,Year 6,1
Milson School,Asian,Year 6,7
Milson School,MELAA,Year 6,2
Milson School,European,Year 6,30
Milson School,Māori,Year 7,2
Milson School,European,Year 7,4
Milton School,Māori,Year 1,7
Milton School,Asian,Year 1,1
Milton School,European,Year 1,10
Milton School,Māori,Year 2,6
Milton School,Other,Year 2,1
Milton School,European,Year 2,16
Milton School,Māori,Year 3,4
Milton School,European,Year 3,14
Milton School,Māori,Year 4,3
Milton School,Asian,Year 4,1
Milton School,European,Year 4,14
Milton School,Māori,Year 5,9
Milton School,European,Year 5,9
Milton School,Māori,Year 6,3
Milton School,Asian,Year 6,1
Milton School,European,Year 6,12
Milton School,Māori,Year 7,1
Milton School,European,Year 7,3
Mimi School,Māori,Year 1,2
Mimi School,European,Year 1,5
Mimi School,Māori,Year 2,3
Mimi School,European,Year 2,6
Mimi School,Māori,Year 3,4
Mimi School,European,Year 3,6
Mimi School,Māori,Year 4,1
Mimi School,European,Year 4,1
Mimi School,Māori,Year 5,5
Mimi School,European,Year 5,4
Mimi School,Māori,Year 6,5
Mimi School,European,Year 6,6
Mimi School,Māori,Year 7,1
Mimi School,European,Year 7,1
Miramar Central School,Māori,Year 1,3
Miramar Central School,Asian,Year 1,14
Miramar Central School,MELAA,Year 1,2
Miramar Central School,European,Year 1,5
Miramar Central School,Māori,Year 2,7
Miramar Central School,Pacific,Year 2,3
Miramar Central School,Asian,Year 2,7
Miramar Central School,MELAA,Year 2,3
Miramar Central School,Other,Year 2,1
Miramar Central School,European,Year 2,4
Miramar Central School,Māori,Year 3,6
Miramar Central School,Pacific,Year 3,4
Miramar Central School,Asian,Year 3,10
Miramar Central School,MELAA,Year 3,5
Miramar Central School,European,Year 3,6
Miramar Central School,Māori,Year 4,3
Miramar Central School,Asian,Year 4,10
Miramar Central School,MELAA,Year 4,3
Miramar Central School,European,Year 4,6
Miramar Central School,Māori,Year 5,5
Miramar Central School,Pacific,Year 5,3
Miramar Central School,Asian,Year 5,9
Miramar Central School,MELAA,Year 5,2
Miramar Central School,European,Year 5,14
Miramar Central School,Māori,Year 6,9
Miramar Central School,Asian,Year 6,20
Miramar Central School,MELAA,Year 6,1
Miramar Central School,European,Year 6,7
Miramar Central School,Māori,Year 7,4
Miramar Central School,Asian,Year 7,3
Miramar Central School,MELAA,Year 7,1
Miramar Central School,European,Year 7,1
Miramar Christian School,Pacific,Year 1,2
Miramar Christian School,Asian,Year 1,5
Miramar Christian School,European,Year 1,3
Miramar Christian School,Māori,Year 2,1
Miramar Christian School,Pacific,Year 2,1
Miramar Christian School,Asian,Year 2,3
Miramar Christian School,Asian,Year 3,2
Miramar Christian School,MELAA,Year 3,1
Miramar Christian School,European,Year 3,2
Miramar Christian School,Pacific,Year 4,1
Miramar Christian School,Asian,Year 4,1
Miramar Christian School,Māori,Year 5,2
Miramar Christian School,Asian,Year 5,2
Miramar Christian School,Pacific,Year 6,1
Miramar Christian School,Asian,Year 6,2
Miramar Christian School,MELAA,Year 6,1
Miramar Christian School,Other,Year 6,1
Miramar Christian School,Pacific,Year 7,2
Miramar Christian School,MELAA,Year 7,2
Miramar North School,Māori,Year 1,7
Miramar North School,Pacific,Year 1,4
Miramar North School,Asian,Year 1,3
Miramar North School,European,Year 1,20
Miramar North School,Māori,Year 2,5
Miramar North School,Asian,Year 2,7
Miramar North School,European,Year 2,22
Miramar North School,Māori,Year 3,7
Miramar North School,Pacific,Year 3,2
Miramar North School,Asian,Year 3,11
Miramar North School,MELAA,Year 3,3
Miramar North School,European,Year 3,34
Miramar North School,Māori,Year 4,3
Miramar North School,Pacific,Year 4,4
